"동별(1)","항목",2024 4/4
"동별(1)","항목",합계
"종로구","계",149608
"중구","계",131214
"용산구","계",217194
"성동구","계",281289
"광진구","계",348652
"동대문구","계",358603
"중랑구","계",385349
"성북구","계",435037
"강북구","계",289374
"도봉구","계",306032
"노원구","계",496552
"은평구","계",465350
"서대문구","계",318622
"마포구","계",372745
"양천구","계",434351
"강서구","계",562194
"구로구","계",411916
"금천구","계",239070
"영등포구","계",397173
"동작구","계",387352
"관악구","계",495620
"서초구","계",413076
"강남구","계",563215
"송파구","계",656310
"강동구","계",481474
